speech_id,transcript_id,date,year,month,speaker,party,concept_slug,concept,concept_category,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,beme_score,beme_label
term_27_speech_000001,23142,2018-07-07,2018,7,Abdullah Doğru,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000001,23142,2018-07-07,2018,7,Abdullah Doğru,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000001,23142,2018-07-07,2018,7,Abdullah Doğru,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000002,23142,2018-07-07,2018,7,Servet Ünsal,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000002,23142,2018-07-07,2018,7,Servet Ünsal,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000002,23142,2018-07-07,2018,7,Servet Ünsal,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000003,23142,2018-07-07,2018,7,Servet Ünsal,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,3,3,0,4.05,0.75,positive
term_27_speech_000003,23142,2018-07-07,2018,7,Servet Ünsal,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,3,3,0,4.05,0.75,positive
term_27_speech_000003,23142,2018-07-07,2018,7,Servet Ünsal,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_27_speech_000004,23142,2018-07-07,2018,7,İsmail Ok,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000004,23142,2018-07-07,2018,7,İsmail Ok,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000004,23142,2018-07-07,2018,7,İsmail Ok,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000008,23142,2018-07-07,2018,7,Metin Nurullah Sazak,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000008,23142,2018-07-07,2018,7,Metin Nurullah Sazak,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000009,23142,2018-07-07,2018,7,Metin Nurullah Sazak,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000009,23142,2018-07-07,2018,7,Metin Nurullah Sazak,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000009,23142,2018-07-07,2018,7,Metin Nurullah Sazak,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000015,23142,2018-07-07,2018,7,Onursal Adıgüzel,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,2,2,0,2.7,0.6667,positive
term_27_speech_000015,23142,2018-07-07,2018,7,Onursal Adıgüzel,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000015,23142,2018-07-07,2018,7,Onursal Adıgüzel,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000016,23142,2018-07-07,2018,7,Saliha Sera Kadıgil Sütlü,Türkiye İşçi Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000016,23142,2018-07-07,2018,7,Saliha Sera Kadıgil Sütlü,Türkiye İşçi Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000016,23142,2018-07-07,2018,7,Saliha Sera Kadıgil Sütlü,Türkiye İşçi Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000017,23142,2018-07-07,2018,7,Yaşar Kırkpınar,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000017,23142,2018-07-07,2018,7,Yaşar Kırkpınar,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000017,23142,2018-07-07,2018,7,Yaşar Kırkpınar,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000018,23142,2018-07-07,2018,7,Yaşar Kırkpınar,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000018,23142,2018-07-07,2018,7,Yaşar Kırkpınar,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000018,23142,2018-07-07,2018,7,Yaşar Kırkpınar,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000020,23142,2018-07-07,2018,7,Muazzez Orhan,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000020,23142,2018-07-07,2018,7,Muazzez Orhan,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000020,23142,2018-07-07,2018,7,Muazzez Orhan,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000023,23144,2018-07-09,2018,7,Fatma Kurtulan,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_27_speech_000025,23144,2018-07-09,2018,7,Mehmet Muş,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_27_speech_000025,23144,2018-07-09,2018,7,Mehmet Muş,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000028,23144,2018-07-09,2018,7,Cihangir İslam,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_27_speech_000030,23144,2018-07-09,2018,7,Mustafa Şentop,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_27_speech_000032,23144,2018-07-09,2018,7,Gültekin Uysal,Demokrat Parti,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_27_speech_000033,23148,2018-07-12,2018,7,Ayhan Bilgen,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_27_speech_000034,23148,2018-07-12,2018,7,Lütfü Türkkan,İYİ Parti,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_27_speech_000036,23148,2018-07-12,2018,7,Ayhan Bilgen,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,4,0,2,4.7,-0.6667,negative
term_27_speech_000036,23148,2018-07-12,2018,7,Ayhan Bilgen,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,4,0,0,4.0,0.0,mixed
term_27_speech_000038,23149,2018-07-13,2018,7,Lütfü Türkkan,İYİ Parti,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_27_speech_000038,23149,2018-07-13,2018,7,Lütfü Türkkan,İYİ Parti,law_state,Hukuk Devleti,democratic_reform,3,0,0,3.0,0.0,mixed
term_27_speech_000038,23149,2018-07-13,2018,7,Lütfü Türkkan,İYİ Parti,economy,Ekonomi,macro_economy,2,0,0,2.0,0.0,mixed
term_27_speech_000038,23149,2018-07-13,2018,7,Lütfü Türkkan,İYİ Parti,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000039,23149,2018-07-13,2018,7,Ayhan Bilgen,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,2,0,2,2.7,-0.6667,negative
term_27_speech_000041,23149,2018-07-13,2018,7,Engin Altay,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_27_speech_000042,23149,2018-07-13,2018,7,Yavuz Ağıralioğlu,Bağımsız,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000044,23149,2018-07-13,2018,7,Cahit Özkan,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,3,0,0,3.0,0.0,mixed
term_27_speech_000044,23149,2018-07-13,2018,7,Cahit Özkan,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,2,2,0,2.7,0.6667,positive
term_27_speech_000046,23149,2018-07-13,2018,7,Mehmet Muş,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000046,23149,2018-07-13,2018,7,Mehmet Muş,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000046,23149,2018-07-13,2018,7,Mehmet Muş,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,2,0,0,2.0,0.0,mixed
term_27_speech_000047,23149,2018-07-13,2018,7,Behiç Çelik,İYİ Parti,democracy,Demokrasi,democratic_reform,2,0,0,2.0,0.0,mixed
term_27_speech_000047,23149,2018-07-13,2018,7,Behiç Çelik,İYİ Parti,law_state,Hukuk Devleti,democratic_reform,1,0,1,1.35,-0.5,negative
term_27_speech_000047,23149,2018-07-13,2018,7,Behiç Çelik,İYİ Parti,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_27_speech_000048,23149,2018-07-13,2018,7,Erkan Akçay,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,1,0,0,1.0,0.0,mixed
term_27_speech_000049,23149,2018-07-13,2018,7,Fatma Kurtulan,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,2,1,0,2.35,0.5,positive
term_27_speech_000049,23149,2018-07-13,2018,7,Fatma Kurtulan,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,4,2,6,6.8,-0.4444,negative
term_27_speech_000059,23150,2018-07-16,2018,7,Özgür Özel,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,2,1.7,-0.6667,negative
term_27_speech_000059,23150,2018-07-16,2018,7,Özgür Özel,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,2,1.7,-0.6667,negative
term_27_speech_000062,23150,2018-07-16,2018,7,Serkan Topal,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,0,0,2.0,0.0,mixed
term_27_speech_000065,23150,2018-07-16,2018,7,Mahmut Tanal,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000066,23150,2018-07-16,2018,7,Mahmut Tanal,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1.35,0.5,positive
term_27_speech_000066,23150,2018-07-16,2018,7,Mahmut Tanal,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,1,1,0,1.35,0.5,positive
term_27_speech_000072,23150,2018-07-16,2018,7,Yıldırım Kaya,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_27_speech_000075,23150,2018-07-16,2018,7,Lütfü Türkkan,İYİ Parti,security,Guvenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000077,23150,2018-07-16,2018,7,Erkan Akçay,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,1,0,0,1.0,0.0,mixed
term_27_speech_000077,23150,2018-07-16,2018,7,Erkan Akçay,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_27_speech_000077,23150,2018-07-16,2018,7,Erkan Akçay,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,5,1,1,5.7,0.0,mixed
term_27_speech_000077,23150,2018-07-16,2018,7,Erkan Akçay,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,1,0,0,1.0,0.0,mixed
term_27_speech_000077,23150,2018-07-16,2018,7,Erkan Akçay,Milliyetçi Hareket Partisi,tutelage,Vesayet,constitutional_conflict,1,1,1,1.7,0.0,mixed
term_27_speech_000078,23150,2018-07-16,2018,7,Erkan Akçay,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,1,0,2,1.7,-0.6667,negative
term_27_speech_000078,23150,2018-07-16,2018,7,Erkan Akçay,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,1,1,0,1.35,0.5,positive
term_27_speech_000079,23150,2018-07-16,2018,7,Fatma Kurtulan,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,1,0,0,1.0,0.0,mixed
term_27_speech_000079,23150,2018-07-16,2018,7,Fatma Kurtulan,Halkların Demokratik Partisi,security,Guvenlik,security_conflict,2,0,0,2.0,0.0,mixed
